Compounds.ID	B1	B2	B3	B4	B5	BD1	BD2	BD3	BD4	BD5	BF1	BF2	BF3	BF4	BF5	BFD1	BFD2	BFD3	BFD4	BFD5	BFK1	BFK2	BFK3	BFK4	BFK5	BK1	BK2	BK3	BK4	BK5	D1	D2	D3	D4	D5	F1	F2	F3	F4	F5	FD1	FD2	FD3	FD4	FD5	FK1	FK2	FK3	FK4	FK5	K1	K2	K3	K4	K5	M1	M2	M3	M4	M5	QC1	QC10	QC11	QC12	QC13	QC2	QC3	QC4	QC5	QC6	QC7	QC8	QC9
c1	3361471656	3141030497	3656054654	3571126675	3346963530	3173341799	3237194170	3697809880	3647547185	3468859669	3657887875	3597505037	2718344865	2868241539	2846447452	3402685450	2845051022	2769112544	3396652357	3243166745	2803087281	2788335503	3775885478	2809006354	2521041952	3489714446	3036843258	3917247407	3267419584	3180065407	3198760564	3606028619	3173935469	3988249624	3624856061	2506999003	2763577846	2279038720	2947755510	2589097983	3304876920	3427692435	3055285401	3743791301	3218122605	3259051885	3085283636	2881701230	3163031239	3369778344	3547499315	4207421951	3744932740	4215771894	3469574968	3477661559	3175998984	2956110445	3594634047	3253913368	4134557656	4215058449	4207707280	4125167280	4107157601	4293796276	4184063598	4230094838	4184523897	4172674018	4176084138	4147081220	4171646476
c10	2268930.627	472017.4417	1737809.547	2248951.768	1309109.103	1261159641	1037086295	516386692.7	870948193.2	747788001.2	2395512.478	2747233.792	895718.2929	2165984.362	3265016.443	1291707895	1022417236	648832845.4	905281588.8	981885820.5	969468071	395256987.9	786089867.3	690722177.1	707344980.9	1132805044	1097967225	727434375.7	688051363.4	633661182.6	921129891.8	1270332039	924015456.7	828456396.6	922218302.5	3366700.242	2304116.036	2286759.625	1987440.926	1516127.027	919638545.1	1171785600	1094564820	884191476.3	1152979012	950068471.2	1253898390	830085324.1	969414876.8	911212876.9	1022350388	1228058317	1095725414	1124395406	1123658457	1082725.671	2750397.746	2315943.973	1746570.118	3082023.169	887137838.6	877578614.2	873949286.8	871255230.5	801309488.9	860940702.6	953144232.3	872748910.1	860350140	860263852.2	877941005.4	886919032.7	874163706.5
c100	122874086.6	83101534.34	145100934.8	152589727.1	111690389.6	183181964.2	185621622.8	201651276.4	237488707.6	206033298.4	118301229.4	128972315.6	79164552.18	92000718.71	93857093.31	185936189.5	160122507.7	180395612.4	213567202.3	197465270.8	172026911.5	159464708.2	263721616.4	114626463.9	143634634.8	187023269.4	183538213.1	259049959.3	186388937.9	201930567.2	185820414.2	194203569	170931448.4	227385515.1	212459738.9	89008728.84	99474846.18	74460859.5	107313665.2	94629058.47	192142877.8	188099954.4	154023176.8	298139494.6	235660138.1	197950580.8	205379416.3	152550277.3	194815551.7	157895433.4	180843159.3	263999377	247061274.2	265772493.1	251999799.5	167170322.4	211616240.9	136907584.6	288746625.7	175406445.9	229964445.4	232376106.9	239176597.2	221994355.8	229578576.8	233722238.4	231762138.6	232347955.4	232429396.3	230519293.9	234190765.3	230479187.4	230811422.1
c1000	25987650.24	22422227.45	22329965.91	25681430.91	23555176.38	23819345.67	27247679.55	17458044.88	23954341.81	25661747.88	27513591.52	29978139.38	27468115.59	24411643.22	25991261.39	28316971.49	27194791.98	28760663.02	23160967.23	25624886.64	20913396.59	26715715.6	22122831.06	19851237.89	20825710.38	21335361.36	22735535.62	26277521.23	24276888.11	22880807.67	19986212.51	17504122.65	18434493.76	20713995.95	19767327.38	30432023.07	32261826.6	29020050.32	30063065.74	27605465.84	23489937.98	21159995.09	21057298.53	21522172.39	22451174.02	21128334.52	21028032.99	18059250.49	19085314	16734846.54	20364021.36	20036863.02	19656092.44	17596077.99	19749339.06	15598120.2	16846519.42	18261696.11	17266696.95	17598542.88	22698982.17	23124139.24	23250207.15	22796986.87	22745813.91	23557160.66	22147267.72	23237729.79	22963246.24	22582890.7	22845833.7	23095612.33	22659245.15
c1002	11872226.58	10618440	12725419.95	12080058.52	12472563.99	12985606.62	10387765.91	13917286.71	13665578.18	11935489.52	11058900.12	10724323.15	7364496.951	9904572.39	8021551.351	11226810.93	11050557.21	10885420.47	12363785.96	11273492.05	14558462.18	13025106.53	19352208.96	13920643.98	13455242.17	13271831.47	11973877.74	13782010.36	10761903.33	10918853.36	11878724.15	13360735.47	12498501.59	14899545.13	12977886.48	4315863.063	4861295.594	3650546.045	5836735.556	5722446.423	12684766.68	11974144.19	12644311.21	11723002.72	12547066.54	14478630.98	17689463.97	17850391.38	14890834.37	15894097.89	11057421.09	14798928.87	14144128.98	15602069.18	13518346.06	10643748.15	11022683.24	11828987.59	13935330.5	11552588.65	16275814.98	16418316.78	16031399.07	15673124.94	15597435.38	15548892.79	15907526.17	16137449.26	15639256.78	16164352.96	16163325.81	16168685.1	16331650.85
c1003	25378712.58	19882624.14	24885052.24	27014203.56	23474410.61	4377306.619	4590185.43	19277460.49	5509775.487	5522155.531	25995444.32	25735191.19	19351628.14	20422857.81	20630663.37	4416612.079	3904697.017	3071958.245	4788632.108	4155946.987	5385098.03	7803067.22	13170211.87	6101196.319	6053446.58	5688813.966	6510164.898	10877145.47	8452851.289	6403305.203	4402904.09	4138289.334	3455981.678	6033416.658	5102345.905	21011602.91	24635114.51	22375532.85	23738816.05	21073448.5	4060074.121	4153393.382	4910387.15	5010576.063	4551006.384	6019481.315	5230460.605	5686619.587	6910766.236	6560043.446	5318708.787	7884853.268	7601289.446	16017583.52	8524920.459	16953423.95	16652490.1	16684133.67	21959295.66	17279409.3	14674989.47	15057572.93	14692988.47	14628049.49	14502769.32	15124169.71	14941849.1	15151014.14	14857389.54	14733908.76	14926433	15146377.96	14988189.88
c1004	49925709.7	43995265.1	48322150.82	50048544.26	53365822.06	13676558.61	16705422.91	21094355.96	17398666.27	14793734.24	47992045.11	42855519.68	32677768.86	39732379.03	38432540.88	11196764.73	15144434.38	16380552.68	18572140.79	16082513.56	18146242.8	17933709.84	22867349.22	17413543.64	14197958.77	18057513.73	14605720.97	16160862.51	14210509.27	14799265.9	8173166.811	18517704.16	13713834.14	13623862.27	17548792.04	17209191.42	19501835.85	19762514.57	20984947.64	20854655.19	14726964.69	17839465.44	18728223.52	6910155.124	18076238.09	16652768.91	17328857.99	16427550.68	17066415.28	16716765.42	15396497.25	19616108.19	19869133.94	20424158.24	15808522.9	17224015.25	19337515.14	13407681.7	18702361.76	16883636.03	27195378.03	27488804.66	26919747.09	27517119.91	26220642.82	27549407.08	27318343.25	27567069.1	27483074.63	26944840.91	27636567.44	27362733.2	27318805.26
c1005	13932279.6	12069972.03	14145727.91	13321863.75	13386797.69	13923130.78	13853995.31	15738460.74	16223573.29	14219076.39	12812896.91	11396105.23	8395622.877	10493092.92	10844360.03	13186684.28	12228104.48	12195338.37	14443840.2	14048926.86	13727264.56	11911678.87	16408752.75	11307634.37	11764914.93	14296915.33	13652405.91	15965837.81	14047898.85	14110584.4	14169132.51	15762906.29	13917462.23	15895190.06	15635422.71	5974707.116	6279913.52	4754591.54	7108351.932	6705006.324	6297668.691	13547900.09	12009975.7	7862384.449	13720788.54	5963990.258	5965958.047	11779122.34	12729180.79	13799042.91	14263144.41	15903106.9	16271857.22	15664583.38	15441024.81	12204954.55	12417371.66	11704113.41	14809075.94	13171345.43	18097147.4	17157996.14	17117662.98	17163646.85	16966519.8	17066460.4	17294840.96	17237098.56	17213022.32	17391537.67	17350846.77	17250931.35	17434390.32
c1007	4963462.008	6534574.581	2531188.01	4029450.263	4611043.391	7971950.872	5988336.787	19599237.98	10261515.93	14009925.15	14711777.77	12873486.91	2759671.812	4118205.358	9660313.002	10707473.13	11050831.61	13867637.05	13273219.95	12024880.94	16125772.98	20845604.91	19623295.76	12580848.1	13722029.82	11672730.06	9080789.932	17240256.96	12129759.96	10671176.18	36328771.52	47951013.45	43078586.96	52568947.15	30393155.7	40217326.65	41628181.27	13177386.32	28957317.24	10699220.86	43238996.62	26648259.85	38565971.71	51808627.7	40318264.97	46051753.61	44748565.39	27861521.71	33219392.13	50718689.69	45540577.22	55114001.17	50747902.3	51502469.94	33643488.72	42983131.85	43144184.6	38073247.09	3938700.845	42556238.77	35954915.37	36115170.95	36193011.12	31864004.9	37175753.89	35107331.47	35178524.65	36571943.58	35502734.64	35966893.09	36217246.08	36464480.38	35669859.72
c1008	37538419.83	31810531.07	32959805.17	45023962.12	41220611.9	12204921.72	14987275.69	9808677.452	8062144.952	7793810.544	42525226.84	39810002.78	28582521.13	31125785.01	31227899.74	13243040.1	15599358.2	23047566.85	11012397.89	10527539.93	7028449.775	19727696.34	15770961.56	7048086.7	4254320.284	11846251.42	6393313.521	23058947.03	5301940.493	6374302.988	17527164.83	23299564.55	18251848.73	16264561.32	21852564.14	27991490.55	31401421.03	27483892.76	34906230.38	29563575.17	24419870.98	21444900.43	21732023	22261455.51	24358856.53	14191459.42	15159345.46	17479133.45	17695122.27	12727535.78	17908590.46	22461999.67	24370488.15	17440759.94	19987603.71	28943826.62	26455698.29	28080853.78	38777739.6	35816831.41	30642777.85	30704618.21	29140338.36	29867341.84	29546521.06	30314511.08	30542618.67	30007892.29	29558255.85	30317275.3	30204573.67	30069402.36	30061634.12
c1009	1839281.316	2062190.486	2024319.436	1235440.559	2322919.556	5937719.334	5852981.674	6591480.592	5771465.137	2319325.574	1573402.707	1952549.608	2272946.801	1380245.5	1090288.281	5720702.317	5628211.29	5499049.063	5881500.291	5468670	4836473.441	5342181.783	6913230.494	7634565.459	4873719.858	6578173.753	5536168.967	7865799.614	5593771.771	5066814.842	6110866.643	8902083.456	5939652.864	6956386.983	5535076.843	2790873.756	3739010.91	2624845.895	3627248.074	2875311.603	6156765.323	6694138.539	6659021.16	6913005.082	6470591.465	4977147.684	6214795.628	5887698.679	5732021.288	6847520.725	5092114.124	8753334.532	7696378.787	7848251.539	7229171.94	3295162.92	3202243.121	3249581.258	3158612.268	3171499.139	7190198.91	7243266.241	7261436.089	7008681.776	7087674.396	7325025.897	7193886.963	7129472.139	7184087.527	7086986.384	7311623.833	7094539.807	7235885.405
c101	30689262	11680451.63	16516624.63	3207429.395	101815044.7	62923349.78	20387796.54	20497143.49	35888052.18	50346304.17	39780467.32	158789482.2	42447991.81	12673567.11	45649744.23	37748.81041	76267835.91	113315234.2	22691855.49	20773158.2	15784448.98	14310689.54	18964119.05	21686949.44	45454271.79	18738013.53	10332129.41	30140459.69	18603740.69	24937636.12	66429.07882	59216258.35	76621050.25	15011386.09	113406385.5	41206404.28	283486016.1	43010412.37	130305883.3	38105178.53	30189112.56	80554754.57	75073141.99	19376149.59	29195985.82	14127601.11	47035207.85	77940338.09	126319063.8	45271791.99	97887570.57	22646990.32	114543419.4	32276968.86	32440.89895	9783008.868	16129772.25	12122424.9	267137.9908	219864.1897	59220748.49	55979455.65	56498006.98	51395162.63	54967986.96	55716250.73	56311673.22	54504363.89	52762508.74	54927206.17	55704307.29	55851857.73	55463444.1
c1010	11884478.04	10058873.1	14225568.54	16058947.38	12786430.56	11821141.91	11000641.12	10982877.07	11991070.09	11191856.56	16466594.85	13139608.5	11782141.19	10097039.87	13232169.71	11913036.75	10636448.19	10957556.48	10472099.24	12973990.75	9632766.461	8499504.172	13384016.61	8902306.687	7447024.945	10403096.99	9554962.57	11914738.18	11266995.54	9973807.139	11366873.07	12515576.24	10400125.88	10629824.91	11855180.89	11131697.1	12097807.35	25350829.24	16370409.78	12198718.88	11374234.9	13056927.27	12475279.46	12358380.57	10912662.89	9328627.638	16288719.39	7383738.56	10993338.64	10009150.73	10908096.42	12804875.2	13190914.78	12436522.01	10454731.66	10035225.76	10696766.13	9349467.244	11840395.45	10267997.67	15317007.28	14540529.24	15362093.88	15838804.8	14260268.94	15603744.22	15085529.14	15168019.66	15317060.24	15161308.18	15246902.03	15313176.68	15155573.43
c1011	24276845.96	20046720.51	21688961.97	27671687.72	20516818.28	13685396.65	15063939.31	21561854.71	20436130.92	19319699.21	22847605.05	24330510.47	14941409.92	21098682.73	21168655.49	13606055.89	13588587.35	13538799.45	16922593.64	13976180.36	11366712.7	13595213.66	21307077.49	9827749.238	9944517.855	19391747.48	16100671.07	18517148.17	18744176.32	13961511.71	13227645.45	14499799.62	11067368.74	20544359.95	17337622.56	14524191.16	15500678.36	15058519.33	14768767.18	14334380.85	14952351.42	14387592.6	15142972.53	17277271.63	16536096.82	15083374.3	12772493	10809683.69	16587777.46	15745664.72	14150524.52	19482079.73	19711296.67	23553222.36	15091598.32	15482386.27	15755568.95	10689926.75	20806551.22	15169140.97	19583198.44	21228899.15	21746205.19	21219060.64	21442773.37	20758665.62	21135967.88	21928528.32	21191695.93	21530604.09	21521191.46	21192791.99	22338503.85
c1012	10330744.16	6642805.652	8871664.096	12517207.43	13224145.78	19396326.63	21381254.4	8363516.475	12720020.74	9560324.598	13199638.81	17920196.28	10525826.85	10692560.98	12383736.04	22175993.36	21387681.24	23669473.75	16279872	15986485.35	34379675.06	38403672.41	42217907.14	30164885.1	27872106.79	15235174.7	10602078.53	19519524.17	8667828.538	6665003.075	16219856.71	20585862.85	17032940.97	15677053.22	16728917.1	13987163.39	15735752.31	12781239.95	13928145.69	15284029.09	19952973.59	21043757.07	22325042.95	19387113.54	21141802.43	27829192.18	38075271.95	42291673.76	33393367.33	35063649.58	13995352.27	18281107.07	16011877.41	8027078.784	9503991.347	5469810.048	5904882.794	5243415.949	5591506.345	4710270.285	22847248.94	23600625.3	23806131.95	22808572.43	22791522.85	23777439.24	23420949.74	23663563.7	21426937.92	23076623.51	23339225.2	23133462.31	23675097.45
c1015	5967082.644	12704343.89	14315657.63	1701392.023	2663857.504	37682325.65	29210828.99	66668485.19	44550525.7	49288453.56	15377412.87	14053567.12	11149637.09	14888293.33	8700405.519	23365272.94	19480058.58	14754835.87	3901179.213	41130382.01	36568903.25	19104120.51	40039241.6	32508865.42	7990883.077	41093111.31	42877281.38	34363366.65	45489934.26	40618715.8	53352039.73	2874032.651	54482034.63	74471334.01	61402477.98	43947624.91	42705943.03	34470015.13	42351740.91	40358456.09	58255645.35	60228527.76	50266691.35	61708790.55	55708262.09	9513168.709	45080133.33	35004758.16	48325471.27	50181724.02	55076695.24	57323234.17	57775812.26	60198087.64	53781925.02	56120144.24	58733229.54	57097092.12	62626042.26	58786649.52	46829721.4	47259294.07	46987756.52	48287197.68	45086103.6	47997987.21	47077081.2	46637496.13	47136740.2	46561642.11	47072177.69	47207482.37	45975271.55
c1016	73770.4056	42736.48556	219562.7313	103756.2966	64282.22931	181730348.6	164644316.7	217371701.1	181844176.5	172367413.5	35992.26509	281986.0785	175076.5416	29632.64508	41821.27806	174583592.5	158070276	141825570.9	190410162.2	24562173.42	140561980.6	156429653.5	163415243.1	112768770.9	111278595.1	187087733	153045507.8	251598084	161312223.3	154595326.4	11559656.98	41491394.86	110468616.1	330924032.5	283933269.4	630329.0221	660093.582	839723.6916	675879.8139	808749.5834	226880747.8	247784114.2	22824478.43	282079756	213874034.4	237779480.2	256486946.7	227413756.6	245453069.7	218681459.1	294960835.3	382534161.4	367015806.3	10072986.24	299572143.6	337499.7494	256798.3117	333813.5377	396095.6768	17398.14466	216695906.5	214769668.6	211835487.8	214757908.1	206853630.1	215293267.9	214674175.7	214743991.6	216059877.7	214089764.1	214563321	213250815.8	214424206.4
c1017	2218051.532	1419655.196	2269479.559	2197662.034	2234198.549	17143907.74	17077228.16	26429714.93	26992469.17	21867887.15	2151281.503	1854795.299	1481575.241	1773709.383	1818728.695	15301436.46	13644303.01	10214425.28	21948433.81	18519658.96	9381636.181	5824597.03	11795092.17	9031513.936	11726435.33	17265781.03	20760709.91	17677501.57	24163548.19	18974518.12	21637312.5	26780236.21	19747584.61	30984638.17	23321138.46	1577573.72	1391523.974	1214221.992	3035229.783	4255970.048	18808976.71	20854398.01	15902621.51	25510511.58	18300254.09	17767393.95	15217088.48	8831859.967	17161428.6	20914395.88	25158147.08	26431837.41	24521463.19	30734242.86	23539676.47	1161879.696	1530542.436	1439966.381	1602737.521	1728922.423	17495683.48	17308566.96	17594443.95	17283688.13	17114763.5	17412367.89	17355717.89	17588923.45	17567642.82	17478996.19	17389857.7	17822766.18	17081131.55
c1018	283434.9226	275150.6472	275360.3031	264144.5918	289874.5692	288354.6008	256785.332	264743.1445	256924.101	269837.906	265292.9139	294661.4466	292443.2771	261219.0138	278546.1615	266555.6497	263946.9572	270604.2243	266606.8195	280030.315	36524424.9	26137479.14	31437856.54	23537695.69	29788209.96	48683352.29	40987730.12	37647218.65	32811644.06	28841181.56	278757.1797	278045.6472	249241.6193	260053.0236	270531.8231	278758.8013	275940.2045	251551.6097	253457.9104	266420.1804	283617.3506	282997.5481	293059.024	264985.2724	292638.2043	33840053.33	35990150.29	27519107.71	27213603.15	34099871.96	41970050.08	50140431.71	44901420.56	37603303.09	36601746.37	262538.8516	266312.1445	273703.6263	260530.227	274009.4172	17413977.37	17085570.83	17123324.42	16614602.21	16696687.47	17121524.28	17061723.98	16850384.51	17061150.9	17118533.1	17104850.09	17080873.92	16919011.1
c1019	12917747.85	11445811.4	13043964.05	12943843.37	13470398.62	13388140.26	13565092.45	12642701.52	12840281.59	12879633.02	12478015.44	12926099.12	11517688.56	12381806.27	11842711.92	12294902.31	13131163.68	12898873.54	12813874.56	13002026.52	13464118.57	12620364.31	14878787.53	12156729.91	11467341.08	12665957.12	12298494.82	13744591.18	12954016.81	12163027.27	11571018.21	12882930.76	13353857.2	14731345.08	14384330.17	13196528.73	13974144.75	12484795.82	14016095.49	12944889.45	13354728.9	13155070.12	11744751.58	15112238.08	13526695.63	13286338.88	11003533.38	11106091.63	13529353.99	14072434.1	13446224.94	12883197.76	14818387.02	15014032.79	12889432.77	10965400.4	13642143.83	11469466.28	16967594.89	13157052.59	16909883.89	17015424.43	16731997.43	16867712.52	17014264.11	16941327.87	16783432.77	17173419.3	16882914.11	17250635.75	17361216.46	17060923.62	17053647.37
c102	189392921.7	160264231.8	183940420.5	206356582.9	187990167.9	223160886.9	233262668.9	292692212.9	287615339.1	261144739.1	201574754.3	209591560.5	137447118.7	158500096.2	157679282.7	252611854.5	224236294.3	204511316.3	279208315.3	255356180.7	243454455.4	233635755.1	360676655	232908245.4	223270577.8	244049161.7	239927428.3	274973058.3	273621640.9	228058489.2	220940801.6	251096526.7	197042842.1	318244256.8	243046445.8	126540990	134979404.9	110638987.7	149900147.7	150291281.8	232149207.1	231735674.8	198795002.5	268597066.7	216625919.6	231189117.6	247310158.5	226351015	268372824.8	268123834.6	234664585.8	277230388	272169557.4	313061117.1	207439442.7	158548241.9	158484240.5	136387629	190155106.4	167694498.4	308272674.3	298501047.7	303111500.8	301251176.4	296757433.9	301072549.5	303651009.2	303859758.9	304203498.8	303526020.5	302239970.2	303955236.1	303036061.6
c1020	26851233.21	22607523.22	26439155.95	25685420.8	23043888.56	11296755.87	27801159.15	33008189.67	32036107.16	29519201.94	27617008.11	26495312.4	18246235.95	22202886.44	20793996.34	23340376.26	23982325.33	23784870.59	27927418.49	26920030.31	22966743.22	20399462.13	29065364.82	21853281.48	21391672.4	28032947.3	27884220.98	33443465.72	30445251.39	26837184.73	10927984.65	31617338.78	28322355.47	38633561.72	31617846.07	19739873	21292199.61	16026558.48	20979794.58	18426854.4	28914371.62	29125294.31	33932852.75	31378332.33	28321503.11	25548608.8	24381497.4	18269064.68	25880799.1	26046488.75	30534697.14	35221416.52	33144147.97	36979722.17	44004114.82	27744653.15	29023073.3	26577813.65	32627678.44	30322544.23	35618130.74	35435491.02	34707751.07	36376317.3	34075205.89	35557223.9	35496022.11	35499767.69	35554505.54	35404694.05	35731957.02	35374271.3	35306348.67
c1021	15286459.75	10899032.13	13583301.32	15218857.64	13188585.04	11150492.26	12728461.29	12714075.98	12150759.34	12500307.8	12915410.09	12337104.41	12327415.7	11413967.66	11538246.16	11960800.34	11926381.32	10436338.88	12437210.88	11452389.69	10662730.37	10553623.54	13656178.08	10752137.53	10703043.23	10949806.43	11328376.53	13375033.43	12282341.22	11458406.76	13216674.9	13845960.27	12638970.28	15414474.4	12606783.26	6974615.452	7507062.295	5903680.643	8452947.578	7620299.656	12957342.84	12938854.14	11985169.99	13341615.23	12799002.05	12047647.36	12228582.05	11362399.88	12239924.31	12032615.17	16598562.38	15519396.05	15787173.98	15416680.9	13877100.95	8013774.947	8706620.934	9147886.331	9659643.134	9388602.532	15254958.32	14503126.08	15192432.58	14811625.7	14677399.87	15044726.19	14992561.01	14920102.58	14801919.76	14969610.29	15019590.78	15026032.35	15074344.81
c1022	55598236.65	55674505.17	55702439.67	60318180.25	54176684.67	52002057.94	54763503.63	82781117.92	59542097.53	61707642.21	50292768.16	53674740.92	47495407.07	64818492.1	48604986.91	59724262.13	52824710.48	65823443.82	58269270.76	56527873.21	45922321.4	47742930.38	54150696.64	45630111.15	49804503.13	55007548.4	55174026.35	56749211.91	56304133.45	52241137.28	56636372.26	59586200.58	60520341.41	9348286.407	56536206.48	55509689.39	5505288.619	44141440	53109295.83	47973863.78	54521867.55	56851623.4	52622443.63	13527291.03	56978256.94	55481012.73	5624003.245	49678796.16	51883710.63	51480396.12	65308840.84	70831815.84	59290711.74	61647570.41	57793074.75	61088338.58	62878252.1	62824499.64	66044943.66	60716701.58	60019892.51	60137773.44	67860299.5	11197776.24	68432496.32	60309967.2	62253789.44	59504715.31	59812697.26	60474103.14	59777511.47	60437120.29	59724488.86
c1023	250415.5634	200971.1557	313771.1947	248278.3815	222886.1612	22836069.22	8950368.56	7213321.77	6515139.96	4380075.067	781571.3251	459040.4715	1264535.285	1071761.4	413680.4835	14096480.55	6769406.098	9151441.217	4489698.809	7077443.093	18101957.56	20014785.06	14964674.58	12343512.92	5305673.123	18218487.51	5404950.357	19593590.5	3983239.394	8998029.496	44365461.94	53121865.1	46088711.48	21517241.57	41462260.96	5337773.154	4795816.785	4902178.61	7686496.946	13838274.04	44967798.55	45886253.69	44307985.79	38696652.11	50543229.21	28751006	53977433.62	54263888.2	32139052.48	32980180.1	40966616.57	41589557.37	36622564.99	27895855.27	39122261.72	303011.2565	353953.5954	287691.0338	344219.5524	339202.518	18449177.7	18359971.17	21273861.95	22406126.89	20531863.61	22154802.72	22870588.35	22807761.48	22745555.52	20016888.01	20385259.82	21456899.02	22418195.24
c1024	59218.45947	53107.62988	59703.28901	60983.37954	62889.57349	48582.31461	58649.125	50059.93387	48286.65483	44933.93621	58592.25498	58376.94123	49508.58331	47505.18352	47644.10845	45927.43158	45923.41774	56734.70376	52383.05711	48556.52364	1954645.072	1689588.388	3070007.2	2121681.178	2411612.736	2923689.464	3453226.115	4052142.631	4612513.125	3706310.692	57456.27422	58242.20419	53937.4548	62027.35285	62547.18043	39067.41005	43698.31759	34827.89522	43894.60097	39269.73514	48815.10238	58367.47968	54287.69436	58775.75673	53766.50791	6451418.446	5952735.426	3913154.724	5671053.955	6725932.868	10441492.99	12367257.5	12109984.68	17244051.42	13088119.19	62518.78459	55913.74797	50944.59508	59077.79778	47933.6916	2871743.539	2845843.116	2799387.518	2730940.892	2701805.566	2821305.92	2826462.684	2753777.75	2751718.669	2796925.797	2803802.714	2823712.82	2790812.891
c1025	72515.91352	23146.26616	23893.54631	25773.12427	24358.20818	15290608.57	13541085.5	6732183.472	8327097.956	7378523.614	25486.61846	23221.61246	22237.28013	32440.81763	89846.7366	15490589.8	12751180.7	5941162.028	9133365.313	10822419.48	8235749.575	3119577.993	7348261.971	4419369.38	6384570.638	8724749.168	7943538.703	7181003.418	5458696.938	5908207.7	10812026.48	15129736.5	9044345.192	7719336.316	10956283.33	26200.04377	24353.2188	25244.14685	26368.53268	26345.11886	8914173.923	13303817.53	12687721.83	10119160.14	10384885.35	7604233.185	11162848.46	7657810.428	8272393.954	8866060.188	9791521.834	11205125.2	8851706.177	10425630.78	8925166.075	21444.41498	82867.99631	20220.35599	20529.15222	18564.509	7739845.842	7845775.282	7751121.235	7992546.783	7208088.121	7800434.134	7923845.239	8037026.13	7905988.543	7537748.773	7761429.961	8062391.015	7924919.009
c1026	21342462.98	17159403.91	22519086.73	22575558.01	21425508.61	20377175.17	21576541.92	22340547.6	24791420.32	21849806.42	21607929.36	21816877.19	17521037.52	17331756.06	19783359.24	21837180.29	20204174.42	21291669.33	22392462.06	22515442.45	19617524.3	18324607.7	25907540.73	16695502.88	18510988.76	22014359.33	19292991.5	25667433.14	20192316.77	20765870.02	22095522.54	24767742.01	21010792.7	25213005.83	22916678.53	19208805.17	21656146.15	17883984.81	20326484.72	20611576.62	20016801.38	23177664.33	18891661.09	23830525.74	20974917.87	20389088.87	20164938.22	23370954.05	23436785.28	24566647.76	21720019.02	22952053.08	21708607.97	25053604.02	33980397.62	21965445.5	22407575.51	20561701.57	30371279.27	24236280.53	28386531.22	29667832.57	29229778.52	29146274.85	28226479.17	30593459.02	29113358.91	29469097.98	29699632.69	28762713.13	29435900.24	29539740.59	29483649.2
c1027	689146.2561	448272.6701	210881.3489	205777.7073	574696.4594	2287091.561	2391270.084	11867326.1	2313098.978	2082827.888	467307.9922	730843.3274	99571.13239	672164.6714	665528.9509	1428402.957	1445620.265	987470.8713	1376077.43	1814419.81	1193025.454	1772360.54	1517821.699	1047810.72	902465.6278	1898715.571	1258022.8	1771181.735	1192242.411	1164103.232	9598530.63	12687930.96	11942772.64	5041305.102	9658139.798	666143.0511	1572233.604	1506325.287	502494.6421	300846.2631	5529986.023	8574546.74	8053693.891	7345203.318	9902977.853	1758444.056	4017457.704	2060498.299	1940305.807	2754778.309	8564653.575	9076200.538	5946619.417	3962860.115	4864459.494	950995.8114	226926.0028	465583.5915	383788.8435	500061.718	4552372.689	4954953.062	4941098.325	5095028.96	4258467.068	4817740.091	4416068.909	4860384.476	4927614.52	4306410.312	4747008.027	4554421.715	4837134.125
c1028	162748.1436	198524.3478	167365.6903	149581.0416	144522.3996	151858.2251	148875.8519	841584.9169	136452.4876	137249.6673	145048.8811	148670.3663	101360.7902	100324.7305	110767.4121	141074.4711	196898.9803	198010.1062	153078.0546	119992.7918	109704.2732	116803.5526	135681.1475	143069.0399	93668.61339	196765.1556	126407.7068	166584.3015	125268.7691	120067.2831	5557960.728	12106084.53	8959224.963	1285702.078	6616187.79	2561480.346	7404616.288	1696777.824	3351930.517	6003168.653	7176192.942	16047960.18	9937849.903	13326040.8	6502314.856	2696360.797	12607268.4	8568651.76	4148179.791	6688364.606	12321305.57	18873447.86	16731756.02	3716530.4	12960806.35	2298226.173	2168201.288	1576136.349	181258.2798	3162741.902	8166729.666	9171225.709	8936041.043	8647150.094	8938136.308	8274045.617	8846498.721	8588329.185	8592086.161	7308762.29	8859118.639	8429942.497	8959847.523
c1029	36770434.17	33538859.66	44996118.33	43017153.72	40158152.73	29869558.06	31302761.65	33671216.58	30928254.06	30944610.19	42052056.93	42314358.85	36588539.98	34247493.2	33571989.76	29688791.55	26380717.98	31000544.72	33299187.85	31217078.15	28484343.7	29480555.03	40401907.97	27610532.42	22484394.07	28283466.39	24145955.72	31817354.18	26679626.44	27284614.45	23161702.28	31390916.72	26852914.3	29293848.72	31177460.21	28409986.41	34276388.65	33283974.84	33713143.9	38740159.17	27758688.09	34853677.31	35871844.22	35445378.14	34840030.63	27009765.48	27511491.15	17262371.2	30344064.29	29018203.73	25704672.27	24849102.42	32546766.55	34163486.02	29153660.65	26042632.26	26361799.5	22660143.97	29921232.17	25783276.39	41435678.8	40986091.59	40580219.87	40477285.33	40153427.04	41145593.89	40875385.9	40939762.1	41076885.54	40896155.49	41128762.44	41961180.7	41270733.67
