"Compounds.ID"	"B1"	"B2"	"B3"	"B4"	"B5"	"BD1"	"BD2"	"BD3"	"BD4"	"BD5"	"BF1"	"BF2"	"BF3"	"BF4"	"BF5"	"BFD1"	"BFD2"	"BFD3"	"BFD4"	"BFD5"	"BFK1"	"BFK2"	"BFK3"	"BFK4"	"BFK5"	"BK1"	"BK2"	"BK3"	"BK4"	"BK5"	"D1"	"D2"	"D3"	"D4"	"D5"	"F1"	"F2"	"F3"	"F4"	"F5"	"FD1"	"FD2"	"FD3"	"FD4"	"FD5"	"FK1"	"FK2"	"FK3"	"FK4"	"FK5"	"K1"	"K2"	"K3"	"K4"	"K5"	"M1"	"M2"	"M3"	"M4"	"M5"	"QC1"	"QC10"	"QC11"	"QC12"	"QC13"	"QC2"	"QC3"	"QC4"	"QC5"	"QC6"	"QC7"	"QC8"	"QC9"
"c1061"	243730.250049599	521489.271367216	522129.544574384	429226.887200255	489930.044543586	53628.8921447217	347940.16678131	6306601.93704804	67296.5882109161	63268.7102877621	165075.500803399	42140.6942183534	45853.2540085241	166123.751244381	70344.0376698845	48574.3516888938	61313.9404499231	56534.0421033597	71002.1013834887	55360.0511591246	56472.7240442492	52930.4500983061	60819.3184339535	60524.3142026763	55152.6087027197	60009.7006539322	52109.9290851136	59067.4537210485	53616.50992215	57111.3790382212	3445651.41876874	12396935.2864407	6599689.35154346	2479089.10933995	3902949.52884862	117469.204817312	96527.6558128029	119565.923207486	131165.809599072	319776.314158686	1463685.53913654	6816257.86040191	5101767.70401308	1964243.15329399	3818262.40870801	2011582.91340196	1073511.15147336	1839891.36232753	3143680.4446974	5207853.31820437	4746835.64038816	2435816.56707705	2438666.5422788	2895411.77607207	2136720.14138396	413724.200910991	318184.031738502	424097.674240174	421564.090606976	377531.076535351	1939367.07792386	1990644.01011642	1850383.6857934	1952773.82892574	1874453.3141665	1866746.27125382	1935071.27600049	1934966.59097088	1909087.8109861	1929424.72428588	1864962.4209334	1979067.7350648	1955457.11279786
"c1062"	14821320.4935637	20097850.7472959	15390622.4536028	16987051.459949	21074196.2905377	14251854.7355103	16134679.910976	21717348.2596334	18820188.393248	17440944.8906709	17234819.8582721	11221772.7648517	16340040.9680588	20494188.3636456	15885680.4880679	15076706.8380058	14443107.8566345	13986693.6117522	19562843.5124343	17530723.6530559	17185658.0900449	16817523.0135856	19243447.8025809	24507467.0028884	15215927.23311	14424556.3858429	16195508.7289137	16662431.3014835	17807935.5298857	15215707.8317153	14354697.5268152	17372041.8741504	14446631.77306	20416850.6612279	17018299.283746	14377762.6867426	12665615.4178246	14762043.3900296	15033807.1054307	16836346.5019841	17333332.0852204	15878528.9703832	16334619.6834554	17908096.5999672	17679125.6866882	17276675.8381764	13649333.6164151	15132200.4322851	18207424.8333771	20937627.6911956	15698195.5053642	15395487.3323246	11397831.1385666	17029606.8101566	16703284.3695221	13670603.50569	11007717.3430308	14089107.2785898	14375226.3775522	16503178.8471422	16008022.7815334	16846031.2593212	16337202.330393	16334980.3555678	15886471.5673169	15765483.9873824	17132454.7179307	16185532.5201301	16174108.4080004	16086089.857216	15791126.9822125	15934220.6092253	16586133.2633365
"c1065"	11597905.8923328	12596543.0479015	12105981.8252837	11305935.1823755	9598804.34268579	12869882.1229857	9934643.02358313	12716003.4644489	11815753.0108128	12361740.3216409	10993182.5064956	8479679.04353633	4189774.56293505	8448672.71706811	8473811.13564265	8282590.44048784	8592441.25589716	6490828.28783051	8406558.97890196	8351014.53748929	3339335.71169215	3220096.81186984	6449291.61515958	4618356.94462548	4224033.01185316	12354121.4934855	11534356.5617236	12760528.2173815	11660238.3403888	8695310.29335809	12553663.0580654	3439396.35028419	12047112.111119	14115041.7740506	13351803.359808	2691066.72649287	2885129.42684265	2142491.42344646	3356708.87336861	2002424.33017433	8187443.20202596	10449245.2827887	7490635.55068857	10387573.2437638	7712708.19844373	7961802.71560633	8618140.97721577	4243845.8276842	8381256.68619931	7236473.3398954	10708094.528499	14581845.424053	14795203.7098316	14337331.4381766	13356588.0888269	7481179.14166492	13906256.8076304	14305044.2304238	17158907.1107473	14571247.4075135	12782365.7786458	12031656.5784281	12276490.5717445	12212174.4598744	12342306.8203989	12384251.8475425	12147848.6727684	12186381.9993478	12144267.7886813	12579323.2201521	12432718.0252028	12473078.1689357	12518805.9936862
"c1067"	15817336.1829853	13980511.7930692	15938948.5218807	15956385.3141519	14809197.1686527	10664187.8376111	12730314.066923	11415186.7062575	14614391.2371716	11199318.1881703	17880943.4770689	17753541.9680932	13762394.6936588	13581793.9942844	14331563.9632007	10995247.3776993	9977114.03087975	10596923.6731575	11000684.0402221	12809577.4089117	11546829.4810031	10417330.0943304	12749520.7832051	8162563.70544546	8056162.77542623	10543166.1407832	9486089.88136335	14727276.9133817	10283592.2727252	10761588.597436	10250586.2007514	10832781.7979915	9898676.25217854	12061387.8765868	11466239.9290214	12297477.8049503	12027070.9945594	11259031.868219	11734943.1868695	11464882.3734384	10963306.3914387	11699001.5967503	11428728.1830585	12771128.5472591	11665191.4136171	12327105.7160484	10575519.076401	9827159.30992382	12862535.3446264	10271988.8165144	10308836.9221458	13567277.4665403	12569065.2111002	12506680.7898629	10439237.3409198	9814704.93374315	10444638.0017426	9353818.73257481	10678377.97266	10246063.073272	14715005.3815733	14360600.7949989	15212204.7525503	14645938.5592781	14599383.7327698	15121423.9232543	14971761.9856218	14594952.7648126	14766458.8487117	14755140.8691123	15085677.7538336	14897883.2952751	14785110.305461
"c1068"	20629490.2999027	19087540.2544112	21110521.0374255	2039247.71898157	7284020.27731545	23497903.956016	20172665.0522972	9546878.96345969	10461005.2009318	11418036.7859724	2511243.16155486	25414565.6835251	17100222.7887246	12411954.9825085	13087204.8145211	23447551.1524906	22421339.1706022	24095032.5964949	23772639.4341918	16797545.5634695	19951590.5091003	23391163.1456867	2472146.68870869	20941586.7509695	18420900.8632867	24454360.5543483	23387828.2522062	25579508.7457737	16859333.1715325	13388533.6906407	20787161.2934327	23896994.3946228	19270839.524857	2051196.17584525	3790761.21897548	22704914.6403561	24530085.5810333	19027736.31437	2374544.97468175	9058771.94423828	9015118.10165424	21511942.1511047	21018388.3143651	11409145.8590807	10911667.3996863	14116103.4744637	20526656.2173999	20832146.3144888	2407823.90076366	16009126.5039223	22497553.4236634	23943274.3576435	24073379.9822744	2464954.9498889	9230085.88658749	20625429.5419274	20865976.3308744	22654712.9021767	2076579.60840692	1744397.69549057	20568656.1079165	20225501.1153346	20132592.0172726	20569956.5456713	19524645.3643661	20610749.6708912	20238015.3489909	20106793.9748357	20635904.6294384	20111934.4697687	20111866.7409124	20274808.1347889	20387240.0088188
"c1069"	23635925.1704506	19604946.0831182	22852018.6740889	2253114.31088516	8438835.35810197	21902563.4497504	22399128.1746041	9503705.76136241	10985115.4773754	12522611.4950386	2144924.22490162	26038494.6223693	21341470.7799906	14170570.3392795	14784467.4778776	21838259.4841074	21998764.134585	22372786.5197164	22464585.1490336	18569222.9417206	21581089.3868664	25515851.0872874	3015755.39219404	20427712.0852318	20211896.1342059	22015806.3696672	22556652.8742486	26399352.8082865	16824656.8051376	15543233.7808635	21412004.5765933	25195035.9904866	22212227.3893756	2648343.13094614	4214255.69733104	23688338.4170731	23940878.1504863	22873470.0439949	2660696.1492908	8566510.6513238	9706208.91644887	23573839.3660289	21716633.6287922	10997257.3974152	11811698.0922421	15828573.8705645	21978689.1345359	20098018.6338869	2568251.30040122	16690100.6148535	17446635.8873452	25828952.5766746	24736269.5744665	2682181.67530751	10066870.5814943	23149909.3476283	24024527.0697054	23531553.7399527	2255421.29650241	2426780.66632841	24600445.4381632	23435776.2591281	22893992.9695116	23490984.7640367	22656507.3560039	23121555.7900591	23401659.6587217	23533035.3857701	23110467.2938686	23308334.5919263	23367324.6264723	23454308.1956035	23275594.9002798
"c107"	157505.39841284	485127.20750171	106357.44991948	2315710.95937662	92340.3313570041	138020144.650594	115927114.172575	62327681.3909498	90194035.0979459	77788774.8739757	2466622.26318144	146172.032199731	921538.370879782	78955.9059236121	184596.679535162	145442633.366592	116161306.870508	62950544.1426353	91211408.1280412	102538972.516699	85847756.9498447	35784842.9475853	71946290.312668	47120176.95162	74172539.9531101	80318072.9959752	81420970.5898517	69735027.683846	74807759.7195455	68384879.2921798	138305495.888215	204274470.401246	127287336.630176	93944049.2788368	138074610.595891	150448.948663502	130990.193620314	144047.379516165	2051317.34942331	1566054.10769661	126796479.663024	166761922.085675	140305355.095317	125564561.334043	115244723.355823	108487011.228709	143240696.088107	93696636.7001492	108811750.055029	104964823.499255	114322353.694018	142577893.564626	134399193.799746	143240018.911551	120743292.419309	1082725.67099134	178800.549633376	93346.4534152668	82594.3793872919	182288.39990412	94168463.0027388	93257085.5573434	94378566.2596828	94330581.2287001	85989293.0462512	94006610.1036546	92825848.3684231	93170851.1683437	94251885.9732561	93351141.128623	93851368.3459538	92793609.9369069	93434418.4678266
"c1070"	12111427.8937939	11333126.1855625	15657723.9732014	14722279.3940501	14632682.9162282	30776596.7786977	36598765.1324387	23577622.5842032	33616171.3417694	26177795.5865974	12872291.4427337	11834528.8024414	6646908.57773315	16748632.882582	15547220.595253	35332009.7975059	37338575.7497309	33801421.3402476	37076619.9983102	34086876.2009253	25575674.2339884	23728182.2695633	23291100.4636697	23927060.828831	26786877.4732495	27885935.8594903	28720013.2639398	26281756.4456442	27509159.7335211	29512932.7936853	34770358.5024472	38159885.4127433	37030892.3889383	30693438.718155	31080819.8017727	18724773.2845239	23253413.9237789	20357526.4962265	18285213.469221	17632123.6822101	35384749.5651429	34525068.7997538	34690378.3756021	34934929.4298957	34202782.5341044	28651927.2409209	29055982.3237922	26469675.6756892	29924084.4261689	31999045.9595415	36671698.6108702	30707107.7576199	27717828.7121714	22349253.8419485	30114590.6388795	20167049.730928	21013673.152151	19627657.9822817	18765002.7042457	19759680.2005542	24653513.3382689	24658409.0667968	24380631.2456907	25155830.7098265	24518836.6984264	25529785.9521362	24988045.1023925	24750022.5023208	25161802.314328	24005755.3082457	23508010.6782997	25998724.283224	24282170.3049032
"c1072"	597252.744949434	596688.111546779	386912.32540932	656100.606979564	687468.918522587	4669788.3683662	3163393.4340989	6182717.50495084	6193807.9989099	5486561.33511403	1430387.13314596	1854588.55507739	418214.141407142	1171096.38021813	1163991.4406286	4981080.43446562	4270260.07378216	3126769.0021948	4643684.30171297	6166186.32498381	4317625.79541785	3793389.43017178	6674422.90727563	4958543.61307458	4107368.58047146	7242399.90700574	4671960.93704848	4055624.69180325	5480871.80326597	4976841.99111131	10146794.4895675	11142425.7141945	9498587.55691526	13106767.3183125	11490155.3097283	4339935.79552904	5331281.75375705	4105045.15561429	5791107.17852537	4820407.1834734	11010753.666423	9271616.13608681	9499773.33376374	10382341.7023373	8859872.59796543	10809950.4068846	11473936.9165906	8543122.56703201	9375963.33115204	11368229.5383433	11273666.8476386	12802260.2822098	12056098.4275085	15574256.991695	10813159.1954796	10107524.2347664	11734027.5437282	7821691.0069192	10612342.3711385	9877132.16127798	8443886.01195984	8103151.84508099	8502277.10009295	8466565.74927052	8375635.8479476	9047692.44044902	8309959.31139943	8210593.02791746	8384382.51241452	8413436.67271385	8307279.62869223	8432092.01665557	8417054.21419727
"c1073"	36948814.4812584	40324223.9518926	36069275.7362366	37753476.0059993	35273109.2718267	27811981.4512186	25915737.377607	33653925.2992614	32886427.7813788	29655808.957574	19246105.6593587	30897441.1549816	20805883.8155463	30551410.6770881	36062037.7734993	26699662.9326465	23758260.306166	25823810.1916077	28948280.7728944	28669035.3859825	33492509.3453218	31981729.1826649	46797151.8983637	31267648.0446942	34585438.4474911	28627219.6107396	24060983.4166082	32974306.432166	24728394.876155	31272829.8194414	30411664.8180785	25169324.9889537	28521457.6612671	34765748.9558882	32682183.2338227	13081801.3560187	12599847.1602042	10852530.6764888	16315715.8672271	15201738.7488231	28870689.6723144	20576922.3657002	17626043.2004278	26596838.1188611	29338609.1967411	26316733.3425636	26307801.9709521	30540988.9369778	30127930.8694644	31021354.7079339	29168608.1700761	35057235.8426116	28960615.3331718	32933493.7611737	30817713.4570939	30892260.0612623	34588321.8068341	27066459.6301242	38901282.404991	30027036.184389	33708401.5859844	33510702.0542218	26044350.4925151	33960457.1401562	37843698.2670951	33603661.2334359	34880129.8094788	34988664.0003137	35419103.3211024	34773245.9319147	35222841.1528629	30087127.7277212	35087552.7156472
"c1074"	1315373.55890661	2283992.59845024	1067911.41450479	1208488.10855315	1025882.86115021	17232639.329159	23976018.625491	8963626.39090131	11598365.2331625	12545963.7829873	1780590.47124127	1430345.36280552	3241771.37768103	1034714.4973513	1024013.2427154	9531873.43328814	6578450.15211829	12205296.1842473	4548122.08027438	10624764.7274096	4752888.25042517	11512855.8798476	9361722.86839272	7828374.90290095	3553735.33877242	7740655.92280225	6160518.58970155	15532239.9712429	4587253.04917962	17102916.7188443	26097265.1933116	32545108.7003904	31507192.7569561	16363633.626567	30861912.6896671	43838584.7419705	55729241.6364546	43249514.8852064	49022047.8341132	39636009.9858488	33551196.5094441	32024692.7294373	44407989.1044601	28039796.3001122	38919719.3332239	15279202.0915777	20046184.9480518	25305739.2775892	25778450.9529296	22588486.9299317	26892760.6839848	25344766.8238686	32164689.5102656	26924658.6822755	39600092.4576171	55533827.8901815	80349865.1855261	53221946.7202183	80886296.964415	61570505.1233151	24073359.3074481	25735271.0955553	26507419.0445656	22930776.2380577	24752163.6468438	25190100.7867614	25884442.5219392	26511701.743931	18865648.4792024	24168277.538303	23980992.1980617	28376857.4648358	25434989.180937
"c1075"	75246142.1434406	58896418.4289168	63839062.7982805	84255071.9747797	81566003.6235015	41954534.203876	49602518.0962905	50845361.3742902	33971464.4926455	49907159.6351795	55320679.7455511	59489865.8360749	45721416.4236903	51298783.8917871	56704963.6738797	44067573.6724878	46198578.9870087	44593071.2755807	48777211.3300427	44177480.4096585	36504323.8646343	39368142.3553131	49121752.5095246	35547542.3549046	29537968.6159943	49171082.363491	47093135.2293526	54358470.8721714	46910176.3891601	44339980.5889167	36134269.3450287	39636127.7545963	30751894.4866874	44040679.8743245	35529137.6977243	5215505.58744769	5755801.06962374	4513681.15821881	4245994.67809287	4539959.39948167	27255944.501726	30937952.3560482	25031982.5213161	32611292.7500511	28954936.9826133	18817097.3632829	30522349.2057381	23598195.8263277	34831957.7280179	35615497.3729028	38041278.1975467	43973655.0991785	36889448.528559	47387790.0702642	36973047.7918951	17689986.2972902	17593658.7326667	16873560.5083225	7667895.42963932	15595682.7272449	49917603.1820549	48594744.325031	49432776.1758548	49738129.6011182	49394173.7041077	47258876.3710461	38507545.19792	48083620.4604901	48173610.5984441	48234829.4221261	49085256.1476466	50521583.9946089	49366520.651957
"c1076"	10803531.7125094	10539011.3693926	12644655.939634	11820235.888835	10961357.8332216	2033780.11441082	2172908.45168541	2062324.32811215	1601113.3321761	1820376.25780957	12972247.0747587	10571742.1433261	6725368.85846064	12666690.6915788	8830251.83425724	2085217.31429571	2280167.83901733	2202754.30837919	1792282.33580796	2179278.95569539	1178210.28746471	1463045.31099952	1854854.22605346	1039710.85150754	823551.47653813	2095747.97056667	1419386.44010376	2504005.44833435	1835863.90607983	1660390.46987676	2367815.61861718	2356034.1108008	2272010.34421812	2305851.2013841	2444789.16669818	9158287.41133995	10334364.6666139	7919433.10514159	19804496.0388282	8288411.26681909	2829203.8217645	2652526.49608589	2483462.07254645	3072922.06222035	3086827.3715165	1805184.04253402	1676943.16005415	1962232.06342926	2345200.8000897	2072333.644964	2420434.19602513	2972589.78916992	2364934.34790557	2388543.58399071	2892510.82205321	19013379.1723106	19066184.6371804	17808724.6581008	23448115.4337041	21279576.3997698	8223905.07683383	8199385.67882502	8265373.22955445	8407573.84718033	7831555.06950482	8166596.35843825	8149321.22815002	8469441.74299973	8161463.46963608	8196763.28024849	8041565.00494238	8172456.02948887	8016450.9464005
"c1077"	49945163.6617159	51516027.2484931	56511763.8201267	70639940.8189819	65420305.4989993	32111996.9748924	36930677.1797489	54075676.3614306	37495661.0833641	30560381.8369527	74756000.0004908	58287992.8676049	33220288.5179932	52856568.5451756	38214946.6841664	28471098.9757958	30536936.0640974	25875968.0819426	41009005.7872922	31689258.3643258	30582424.6103187	24612451.1511248	48208069.9591477	46354601.6272086	22371734.2716605	33880610.8679716	28750828.707787	32903320.3718941	32534400.6279488	25226930.7185851	20301830.3958042	35931505.496352	21810825.7499612	26670371.0132539	23530941.0512513	11713168.8293763	14569543.3802399	14654503.6943268	14399883.8396373	19188510.6918356	18240542.5448151	29891385.589086	29475637.9779176	27304547.2689029	24719863.9009222	24000091.5076031	19637510.6354913	19161019.1537717	31853612.1671741	46554341.8235178	25330325.3542826	28500090.4050925	26274818.68928	42238059.6829522	24324742.857648	12906057.2950777	12508914.2593501	12744239.7194198	16849049.0492518	13367055.8207582	45177034.2635504	45176607.8027678	45562118.6781732	43345110.2005294	42791990.5410177	44637832.1106993	44621519.6580698	45218946.2948649	45164861.9110648	45036229.352647	44648933.3461899	45254509.8094536	45172878.7407677
"c1079"	326771.20213343	396420.105343565	311349.12316393	197663.181727739	641860.45108992	1179494.3111472	764556.012685453	1286957.71420529	369457.851734223	555185.570188597	695511.48217187	753953.167182771	433804.713893021	7894004.72912227	695068.367836329	1143360.82162949	992645.347461485	1180720.14684798	687497.598945378	961434.391414392	587288.733752252	723682.77761468	406722.063286434	632026.691565352	428827.433009672	346843.680176052	483663.277275522	432134.082573489	397409.378324147	249442.043360848	1041246.62586088	923023.896665028	1148790.42895218	362914.984096402	779017.146006836	4992680.3547565	4110688.69350544	2282296.82274941	5689607.13302507	7778547.22467563	714532.651483249	1502643.13672425	1316836.4434303	793228.687881507	1020329.49272566	603648.946747562	523148.72608455	493656.296499151	456412.510288741	465784.955124578	449963.915300952	461599.771905663	239040.289211999	191964.579666032	262868.748373879	12747591.5294935	11347016.9793946	13505501.4917783	16155248.4860949	13448982.6451274	2504314.72646667	2611218.44697832	2636321.13822805	2597877.79786109	2481999.2059823	2703156.3857987	2649981.31185749	2631927.52173562	2600390.69526127	2593907.20067144	2624535.46867999	2579603.52176226	2528567.78112736
"c108"	56928232.7967579	23387037.9749182	18496170.7751364	97589786.7975235	82870763.7372871	122059186.188342	205556025.674722	51164091.1001258	47579967.2467556	63725656.3583065	68926988.615477	43723362.0219023	104327593.26372	132198933.306093	38267230.5258707	59296552.7563483	220914740.46624	45745358.5077994	56017386.9696276	91695529.7274085	91318811.2714538	171048088.639529	91320506.4333642	78353803.493167	56879523.5949889	94574985.3150836	28055524.9264451	48331262.8340276	276811476.111422	42153498.5600842	45012895.9762342	46588818.5053326	88380979.5959786	38722761.4797822	29317280.8060098	148423201.690765	109627451.470872	97660593.2599951	142177193.797845	166720662.791656	70743342.3971567	91077180.0323202	88328832.6801361	79778612.5660502	65885914.622547	41802913.4940354	98580098.6987561	123058506.249466	113028292.413755	116939032.44381	39987630.5211485	87097097.9820033	98751739.5272387	81212777.6253081	25200443.0091101	124151193.241471	36338210.3037568	130010053.609789	187181509.201114	52163288.2259997	100882416.514629	100078576.959567	100646745.647619	96797909.0490597	100244504.990299	100291501.702778	99838681.6984008	99405010.1816183	99893837.5002755	100230786.195878	100804672.234081	99478061.6556915	99696257.925679
"c1080"	21687932.0253277	18588577.5147331	21884523.0593992	21545196.8984343	19453852.9524796	18284181.7511363	18140445.7920531	21303286.536302	22072931.9147558	21213491.9868463	18004921.7646626	23061768.0788393	15609434.2394233	18197517.8222726	16812264.8966928	18689306.5935132	17586897.3818559	18416955.6012933	20465212.0301163	18811405.9007841	15499095.8210019	16687546.120628	22918579.5386715	14979685.4429647	15300206.6708177	18925194.5126366	17818045.5672339	22694660.283877	20301043.8285676	16623554.9372307	17573512.5589874	19874000.2602848	17209922.8186145	23594844.6900505	19042146.7121216	15777808.499308	16735145.8424229	13405841.9367883	16907741.2067018	14571085.9133463	18587922.3179864	19561390.6719601	17743086.4650444	20199145.6876574	18355338.0909583	16473172.1793915	20985214.761818	14492540.1595833	18067442.9047311	17927680.7248788	19210646.1259881	23279409.4247034	23151518.9840605	24571035.1312482	19959525.6236272	14622269.9474047	14385757.0211539	14924430.152973	18196785.6770578	15792024.8940494	24578388.5035862	23706399.5588324	25188330.7830239	23135803.6459718	24613989.9065461	24956861.5795971	24720697.5057734	24672492.6088809	24780744.4021384	25181587.2209567	24628883.6737349	25006482.1790842	25080226.3561319
"c1081"	12994456.8562398	11284104.9707953	12307860.848836	13003273.4657289	11760767.3644475	9617346.8035704	10103831.3824132	11701812.3128379	12092229.1061461	12372392.4329227	11994656.2906386	11062390.7948245	6459326.38217305	10258274.2717631	10156545.1057818	9615938.61245348	8838374.51601786	8973004.26750453	10689939.8052819	10970709.8369317	10747454.5820343	9478559.83737725	14794046.7709977	9933635.59424161	9374129.70933289	11797893.9112108	11087661.0939384	13134294.8437016	11065548.2135912	9990227.42034318	11434046.3445288	13283201.402983	10625578.6829237	14554396.5952132	12020203.5068022	5938721.35226686	6301417.90987047	5005266.41116112	6991351.10067324	6420673.39375395	10641065.7712565	12065687.5247876	10744251.5231046	13504767.4053494	11500442.9984082	11332410.8817225	11875409.9170816	10424350.0216549	12033297.9382228	11902732.2734063	12349262.4015009	15527136.296877	15177352.0521442	15975844.264842	12929585.2430669	11818469.9533522	11755892.0298612	11140668.9069583	13812994.977765	11803026.8327996	14742918.2961343	14491650.4820528	14727512.4247556	14745564.937136	14508513.0936883	14755152.24514	14774638.0701734	14752643.9842331	14983207.837721	14889736.5639195	14838841.0014986	14787922.8203395	14913473.5601046
"c1082"	10175487.2673762	8027656.28906254	10119413.0352168	10568244.8599056	10521893.1282325	11225758.8516747	12301135.920034	11638815.8062583	13913475.7422572	13810232.3479526	10058298.8365237	10697084.5277467	9122019.86302994	8410853.95298495	8574828.75049094	11598788.2690335	10620209.3730235	10114888.5112759	12858455.9809316	11028897.2295116	10695674.9831091	10474831.1077348	14866275.7072621	10713647.3033663	11098245.9789461	12698186.1367092	12892573.7159972	14283685.5446569	13956586.0927029	12468463.4507644	11996144.1042828	13516631.9953007	9921979.05209422	15586186.5262335	10694988.6767462	9560424.92964426	8942687.02584735	9107376.60266562	8725097.72430828	8708632.47573078	11866891.7138331	11450753.3159345	9643759.59395397	12492003.2272218	11223152.3597405	11532197.0314142	10992290.142997	9694110.47812339	11734402.9998205	12706637.2576865	14937732.5369476	15761753.9650762	17478951.0799719	20814098.7143864	11193610.2193643	10975242.841387	10982682.7357373	11368929.8642862	12822307.1469902	11903821.0132703	17591539.4087922	15912849.8651557	16865757.6321215	16285230.9587265	15931681.1578072	15754538.4247561	13637177.2596258	15626233.1243519	15274684.2707744	16054195.9422874	15900273.2944449	16026819.2975958	16220452.1705539
"c1084"	31928245.1165497	25607018.3592299	34253035.6494429	29554770.8439222	28007564.4644038	31023108.5919011	29299154.9698992	27911235.0016234	31128807.3396768	20339942.6128515	35951432.8423789	31710004.7842082	22842402.8910798	29447570.1190055	26125019.8659885	30924196.3621811	24408973.4165148	26544470.7210082	24945731.6452084	20872122.879989	28718166.6243357	29820039.7165192	40055910.6434408	22962903.4999582	18591074.2001103	21953779.6656664	18826590.9937245	42274115.2764275	18024525.3553316	18749697.2458826	35565767.4252146	42471443.2012932	34716519.3790738	50695373.5776336	53757804.5857577	26798537.4974513	30858775.2733736	25277469.9425739	28185506.6188561	20992137.8091073	35136710.1088515	39224211.822623	37267225.0647577	36915761.4043476	11839441.0657614	40704698.6919279	52167054.0907595	49591832.1565415	44147908.6249453	43163514.1411599	32600344.0685195	47872089.8912461	37328337.1285536	44358973.4279707	33651856.2990734	46621170.4674919	35537353.414024	33062305.8547365	40881334.3356724	31960253.8128031	50495758.0815552	47856848.5526372	48616942.2518365	45645324.401975	49466106.6658516	47245578.859876	48103954.6567062	48789448.9088698	47689185.6880747	47942699.8619806	47986679.7108464	17950083.4285231	51600748.6326171
"c1086"	233797.616786636	191266.167059035	228419.123169695	257736.350803726	217385.339295541	9306806.41039862	17004914.8451035	2210660.59916693	9352022.65693258	5835269.76044825	224898.175494873	203935.014044623	182188.759102422	206069.576011501	181370.203453595	14248900.1958581	13908788.6418196	11811646.7106295	12233781.7790443	7432251.78687149	5499460.46776335	6648377.87016416	5731734.79296808	3364650.31528306	3896369.52161836	3954492.80274322	3598600.22685168	5550878.87387666	3523788.04620373	2687063.0371534	550487.933575787	560318.246057941	215227.086171759	1094504.97019457	714235.686319731	117958.564519649	121467.071813569	111295.098913581	146044.982426946	130553.276074933	764187.559568191	788025.545256766	700485.425115842	1153034.2083964	224831.595037402	1161983.09746202	1061090.99589109	471116.669324301	1020892.20411691	947023.082305384	437425.813366022	244826.678471361	235372.381381437	582766.396897847	224507.947556016	206489.692672525	211061.493972566	204274.100727753	237862.449223604	215536.513055337	3373609.61947801	3732470.58230136	3602158.44917978	3793776.72993258	3669041.2798205	3665179.98005655	3772337.49192123	3693991.09831687	3632726.20030179	3674733.34544372	3616899.62534008	3881198.19401729	3706344.18489968
"c1087"	7517731.73103094	5696694.59191412	8159483.98474666	487483.68063966	2668129.84869927	20031441.7999425	25281466.4654023	9349801.34099779	4189441.40784171	14111961.7360148	3828280.72234892	6621717.51727341	9358581.60486565	1834983.11682461	2790296.73703278	20067817.0492379	12183124.6043683	16706387.8652547	10508282.4041569	19805737.9097013	20760904.7337033	14981978.2205587	7177953.15201177	6140833.84763811	20746979.7223487	27593700.2542844	30716262.2924644	18054293.7309383	15823839.4708625	4422554.15684008	21763559.0986423	10283659.4694061	23447708.1850938	16349466.6196046	16939328.3711111	24044194.8631597	22001073.7551107	15912866.7808377	11087476.057048	1390496.08672622	2743507.99576944	15056698.9565336	16681056.6170201	1035744.67121372	8612931.64994611	15659061.7983765	24796910.8927469	15127586.0455507	5018103.71944771	6901874.82071938	19731093.3986149	24866871.9937551	28168086.3914314	8485673.76399055	16096135.0601274	21548443.1885488	22249678.8228499	17026492.2624582	15778212.0553782	23894952.9223222	14283692.6893278	15027375.6141338	14669518.5391134	15198800.3738186	14737228.8948106	15374425.5331135	15105721.9118438	15377292.6877073	14874088.2234257	14860538.1393473	15033514.9264775	15052692.3822453	14722170.4549472
"c1088"	61633141.8630644	51569282.2030945	60163963.3196901	61658995.3549915	59186099.3205831	52627311.2699191	58217410.4505369	61805873.9136648	61675365.9476121	59307679.9339874	55635286.1132133	57197659.9564827	43720995.7983042	46907187.1384199	51987149.8762565	58747292.2079341	57153930.1169245	54717772.5783071	61679419.2272674	56342048.0954981	53944096.9952365	56946652.0065501	67920722.3745974	52218454.3246647	52429555.9187241	60149621.4376	55773426.7873843	62862530.9713463	59960409.1749499	52919203.5842933	51386502.2143416	58985379.5412175	54408673.1761612	61498654.8996788	57095200.4524876	26859176.5466555	32231821.740503	25259921.6966162	36285946.6787802	28720026.7511576	52284260.2452963	49440889.1917604	50904829.995459	56798028.8754209	51743534.1087868	55228255.5052742	55021930.4285421	59873289.6467018	58873720.3724717	59306601.0598171	57867373.7567148	59835057.1902977	64521711.4614153	56812097.1194415	56872502.1297344	39479536.0461301	43478347.7497108	39775035.1288601	49711300.5260588	40337672.6870435	65115415.7423408	66231133.1255178	65201762.195085	66507667.8437325	63919032.1659819	65526891.7679129	64827185.6541082	66805676.3981248	64284102.0875995	65621940.9406067	65957764.3632652	65338524.3558129	66772561.9167318
